title,release_date,vote_average,budget,vote_count,revenue,runtime,production_country,genres,release_year
Early to Bet,1951-05-12,6.0,0,16,0,7,United States of America,"Animação, Comédia",1951
Gene Autry and the Mounties,1951-01-30,6.0,0,1,0,71,United States of America,Faroeste,1951
Ματωμένα Χριστούγεννα,1951-03-12,5.4,0,5,0,95,Greece,"Guerra, Drama",1951
Tokyo File 212,1951-01-26,4.5,0,6,0,84,"Japan, United States of America","Crime, Drama",1951
Messalina,1951-12-04,3.4,0,5,0,109,"France, Italy","Drama, História",1951
Incantesimo tragico,1951-10-13,5.0,0,3,0,0,Italy,Drama,1951
O Filho Perdido,1951-07-01,6.7,0,12,0,75,United States of America,"Crime, Thriller",1951
Le Passage de Vénus,1951-08-30,10.0,0,1,0,93,France,"Drama, Comédia",1951
Ombre et lumière,1951-06-27,6.5,0,2,0,92,France,Drama,1951
どっこい生きてる,1951-07-04,5.7,0,3,0,103,Japan,Drama,1951
Víctimas del pecado,1951-02-02,6.889,0,18,0,84,Mexico,"Drama, Crime",1951
Sous le ciel de Paris,1951-03-28,7.1,0,7,0,114,France,Drama,1951
Casanova Cat,1951-01-16,6.768,0,41,0,7,United States of America,"Animação, Comédia",1951
夜来香,1951-01-13,0.0,0,0,0,83,Japan,,1951
"Mamma mia, che impressione!",1951-04-07,5.6,0,11,0,75,Italy,Comédia,1951
Závodné predajne,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
…ja Helena soittaa,1951-12-30,6.5,0,2,0,91,Finland,Drama,1951
A Marca do Renegado,1951-07-24,5.2,0,9,0,81,United States of America,"Aventura, Romance, Faroeste",1951
Plutopia,1951-05-18,5.739,0,23,0,7,United States of America,"Animação, Comédia, Família",1951
His Mouse Friday,1951-07-07,6.4,0,41,0,7,United States of America,"Animação, Comédia",1951
Der Teufel führt Regie,1951-01-11,0.0,0,0,0,0,Germany,,1951
青い眞珠,1951-08-03,0.0,0,0,0,97,Japan,"Drama, Romance",1951
Coração Materno,1951-01-01,7.0,0,1,0,101,Brazil,Drama,1951
Springtime in the Netherlands,1951-01-01,0.0,0,0,0,9,United States of America,Documentário,1951
Ριρίκα,1951-01-01,0.0,0,0,0,0,Greece,"Drama, Música, Romance",1951
Flesh and Blood,1951-03-06,0.0,0,0,0,102,United Kingdom,Drama,1951
Land of Lost Watches,1951-05-04,6.0,0,1,0,9,United States of America,"Animação, Fantasia, Romance",1951
ひばりの子守唄,1951-09-21,6.0,0,1,0,81,Japan,"Comédia, Família, Drama",1951
Talent Showcase,1951-01-10,0.0,0,0,0,11,Canada,Música,1951
Castigo Implacável,1951-07-01,6.3,0,14,0,83,United Kingdom,"Thriller, Mistério",1951
黄門と弥次喜多 からす組異変,1951-07-31,0.0,0,0,0,84,Japan,,1951
Little Egypt,1951-10-01,0.0,0,0,0,82,United States of America,"Drama, Comédia",1951
"Rich, Young and Pretty",1951-07-09,5.4,0,9,0,95,United States of America,"Música, Comédia, Romance",1951
Кавалер Золотой звезды,1951-07-09,5.4,0,7,0,112,Soviet Union,"Romance, Drama",1951
Matisse,1951-09-10,5.0,0,2,0,8,France,Documentário,1951
"'Sugar Chile' Robinson, Billie Holiday, Count Basie and His Sextet",1951-01-03,0.0,0,0,0,15,United States of America,Música,1951
Trieste mia!,1951-01-01,0.0,0,0,0,0,,"Drama, Guerra, Romance",1951
紅菱血(上集),1951-10-04,0.0,0,0,0,91,Hong Kong,Drama,1951
حكم القوي,1951-02-27,0.0,0,0,0,120,Egypt,"Drama, Thriller",1951
翠岗红旗,1951-08-08,7.0,100000,1,100000,100,China,"Drama, Guerra",1951
Four Days,1951-10-01,6.5,0,4,0,55,United Kingdom,Drama,1951
Mr. Drake's Duck,1951-09-21,5.333,0,3,0,85,United Kingdom,"Comédia, Ficção científica",1951
Honeychile,1951-10-20,6.0,0,1,0,89,United States of America,"Comédia, Faroeste",1951
The Awful Sleuth,1951-04-18,0.0,0,0,0,18,United States of America,Comédia,1951
Hare We Go,1951-01-05,7.0,0,14,0,7,United States of America,"Comédia, Animação",1951
البنات شربات,1951-07-30,0.0,0,0,0,110,Egypt,"Drama, Família, Comédia, Música",1951
Big Top Bunny,1951-12-01,6.407,0,27,0,7,United States of America,"Animação, Comédia, Família",1951
Havana Rose,1951-09-15,0.0,0,0,0,77,United States of America,Comédia,1951
父恋し,1951-03-08,0.0,0,0,0,67,Japan,Drama,1951
愛情の旋風,1951-02-10,0.0,0,0,0,91,Japan,,1951
Tierra baja,1951-02-08,6.2,0,5,0,90,Mexico,"Drama, Romance",1951
Bellezze in bicicletta,1951-02-27,6.0,0,3,0,91,Italy,Comédia,1951
A Sereia e o Sabido,1951-10-05,4.7,0,6,0,77,United States of America,"Música, Comédia, Romance",1951
Assassin for Hire,1951-04-01,5.5,0,2,0,67,United Kingdom,"Crime, Mistério",1951
絢爛たる殺人,1951-01-20,0.0,0,0,0,80,Japan,"Mistério, Crime",1951
When We Are Married,1951-12-25,0.0,0,0,0,105,United Kingdom,Comédia,1951
Henry Moore,1951-04-30,6.0,0,1,0,26,United Kingdom,"Documentário, Cinema TV",1951
Alba de América,1951-12-20,5.0,0,3,0,112,Spain,"História, Drama",1951
Les Horizons morts,1951-01-01,5.5,0,11,0,8,France,Drama,1951
The Screen Director,1951-03-12,6.0,0,1,0,9,,Documentário,1951
高原の駅よ、さようなら,1951-10-05,0.0,0,0,0,76,Japan,Drama,1951
O Direito de Viver,1951-08-02,6.2,0,4,0,96,United States of America,Drama,1951
Hollywood Honeymoon,1951-01-01,0.0,0,0,0,0,United States of America,Comédia,1951
O Mundo a Seus Pés,1951-03-06,5.9,0,11,0,97,United Kingdom,"Música, Romance, Comédia",1951
Little Big Horn,1951-06-15,6.2,0,10,0,86,United States of America,Faroeste,1951
The Wonder Kid,1951-11-18,0.0,0,0,0,85,"Austria, United Kingdom","Drama, Aventura",1951
"Garou-Garou, le passe-muraille",1951-04-06,6.2,0,45,0,90,"Italy, France","Comédia, Fantasia",1951
Enam Djam di Jogja,1951-03-16,8.0,0,1,0,116,Indonesia,"História, Guerra, Drama",1951
Boîte de nuit,1951-07-20,0.0,0,0,0,90,France,"Drama, Música",1951
انتقام الحبيب,1951-11-15,0.0,0,0,0,0,Egypt,,1951
Que idiotas son los hombres,1951-06-14,5.0,0,2,0,85,Mexico,Drama,1951
El hincha,1951-05-01,0.0,0,0,0,88,Argentina,"Comédia, Música",1951
Snake River Desperadoes,1951-05-30,3.8,0,2,0,54,United States of America,Faroeste,1951
جزيرة الأحلام,1951-05-02,0.0,0,0,0,0,,,1951
Fishing Feats,1951-12-22,0.0,0,0,0,9,United States of America,Documentário,1951
Facts and Fancies,1951-09-02,0.0,0,0,0,4,United Kingdom,Drama,1951
歌う野球小僧,1951-07-27,0.0,0,0,0,84,Japan,,1951
Newlyweds Take a Chance,1951-08-08,0.0,0,0,0,17,United States of America,Comédia,1951
Sinfonia da Primavera,1951-07-28,7.2,0,15,0,33,United States of America,Documentário,1951
This Is Korea!,1951-08-10,5.7,0,3,0,50,United States of America,"Documentário, Guerra",1951
Night Into Morning,1951-06-08,5.636,0,11,0,86,United States of America,"Romance, Drama",1951
Do Sitare,1951-06-15,0.0,0,0,0,132,India,,1951
Mød mig paa Cassiopeia,1951-10-03,6.3,0,3,0,101,Denmark,"Comédia, Música, Romance",1951
紅白杜鵑花,1951-09-12,0.0,0,0,0,0,Hong Kong,,1951
There Is Another Sun,1951-06-12,6.0,0,1,0,93,United Kingdom,Crime,1951
Fraidy Cat,1951-12-13,0.0,0,0,0,16,United States of America,"Crime, Comédia",1951
にっぽんＧメン　不敵なる逆襲,1951-06-15,0.0,0,0,0,79,Japan,"Crime, Drama, Ação",1951
Perséphone,1951-07-06,0.0,0,0,0,20,Belgium,Drama,1951
The Man with My Face,1951-06-14,5.1,0,11,0,79,United States of America,"Thriller, Mistério",1951
소년빨찌산,1951-06-30,5.2,0,4,0,97,North Korea,"Guerra, Drama",1951
White Corridors,1951-01-12,6.6,0,5,0,102,United Kingdom,,1951
Never Trust a Gambler,1951-07-13,5.0,0,6,0,79,United States of America,"Crime, Drama",1951
Oklahoma Justice,1951-08-18,0.0,0,0,0,56,United States of America,Faroeste,1951
Das Beil von Wandsbek,1951-05-11,7.0,0,3,0,110,East Germany,Drama,1951
Rue des Saussaies,1951-03-23,0.0,0,0,0,85,France,Drama,1951
El Cristo de mi Cabecera,1951-01-03,5.0,0,2,0,80,Mexico,"Drama, Guerra",1951
Ghost Chasers,1951-04-29,6.6,0,7,0,69,United States of America,"Comédia, Ação, Terror",1951
Rooty Toot Toot,1951-11-15,6.6,0,39,0,8,United States of America,"Animação, Música, Crime, Comédia",1951
Fort Dodge Stampede,1951-08-24,6.0,0,1,0,60,United States of America,Faroeste,1951
"A Burlesque on the Opera ""Carmen""",1951-03-01,10.0,0,1,0,36,"United Kingdom, United States of America",Comédia,1951
Follow the Sun,1951-05-22,6.2,0,6,0,93,United States of America,Drama,1951
Take Care of My Little Girl,1951-07-06,5.0,0,13,0,93,United States of America,Drama,1951
Room and Bird,1951-06-02,6.8,0,20,0,7,United States of America,"Animação, Comédia, Família",1951
