title,release_date,vote_average,budget,vote_count,revenue,runtime,production_country,genres,release_year
Nuvens de Desespero,1950-11-21,6.2,0,21,0,95,United Kingdom,"Mistério, Thriller",1950
Charlie's Haunt,1950-08-19,0.0,0,0,0,59,United States of America,Comédia,1950
La marca del zorrillo,1950-06-15,6.944,0,9,0,105,Mexico,"Família, Comédia",1950
ست الحسن,1950-12-25,0.0,0,0,0,100,Egypt,"História, Drama",1950
La bisarca,1950-11-04,0.0,0,0,0,0,Italy,Comédia,1950
La Dame de chez Maxim,1950-09-15,1.0,0,1,0,92,France,Comédia,1950
O EXILADO DO PLANALTO,1950-04-13,0.0,0,0,0,54,United States of America,Faroeste,1950
The Kid from Gower Gulch,1950-01-15,4.0,0,1,0,53,United States of America,Faroeste,1950
Jeannot l'intrépide,1950-12-13,6.5,0,7,0,60,France,Animação,1950
Ballerina,1950-10-23,4.0,0,1,0,70,France,Drama,1950
Self Made Maids,1950-07-06,5.4,0,5,0,15,United States of America,Comédia,1950
Darah dan Do'a,1950-09-30,0.0,0,0,0,128,Indonesia,"Guerra, Drama",1950
Three Hams on Rye,1950-09-07,6.3,0,6,0,15,United States of America,Comédia,1950
The Traveling Saleswoman,1950-02-15,4.5,0,4,0,75,United States of America,"Faroeste, Comédia",1950
帰郷,1950-11-25,0.0,0,0,0,104,Japan,Drama,1950
The Kangaroo Kid,1950-10-22,6.0,0,1,0,72,"Australia, United Kingdom","Faroeste, Aventura, Drama",1950
Proud 640,1950-12-31,0.0,0,0,0,0,Czechoslovakia,Documentário,1950
執行猶予,1950-07-25,0.0,0,0,0,96,Japan,Drama,1950
أفراح,1950-05-01,0.0,0,0,0,110,Egypt,,1950
銀座三四郎,1950-03-30,0.0,0,0,0,82,Japan,,1950
L’homme qui revient de loin,1950-04-07,10.0,0,1,0,90,France,"Crime, Drama, Thriller",1950
Everybody's Dancin',1950-03-31,0.0,0,0,0,65,United States of America,Comédia,1950
Nevýnosná linka,1950-12-31,0.0,0,0,0,0,Czechoslovakia,Documentário,1950
Piña madura,1950-06-06,5.5,0,4,0,0,,,1950
Innocently Guilty,1950-08-21,0.0,0,0,0,15,United States of America,Comédia,1950
Kis Katalin házassága,1950-08-12,0.0,0,0,0,98,Hungary,Drama,1950
The Boy From Indiana,1950-03-01,0.0,0,0,0,66,United States of America,Drama,1950
Кто первый?,1950-03-21,7.0,0,1,0,10,Soviet Union,"Animação, Família",1950
So You Want to Move,1950-08-19,0.0,0,0,0,10,United States of America,Comédia,1950
Navrácený svět,1950-12-31,0.0,0,0,0,0,Czechoslovakia,Documentário,1950
Ang Buhay ni Genghis Khan,1950-11-07,5.9,0,5,0,88,Philippines,Ação,1950
復活,1950-06-10,0.0,0,0,0,94,Japan,Drama,1950
Jungle Safari,1950-12-31,4.0,0,1,0,10,"Kenya, United States of America",Documentário,1950
Batong Buhay,1950-07-05,0.0,0,0,0,0,Philippines,"Ação, Romance, Guerra",1950
Smedestræde 4,1950-09-30,6.5,0,2,0,0,Denmark,"Drama, Crime",1950
Si me viera don Porfirio,1950-07-12,5.0,0,2,0,90,Mexico,,1950
Le 84 prend des vacances,1950-02-22,1.0,0,1,0,93,France,Comédia,1950
Prelúdio à Fama,1950-05-02,6.2,0,2,0,84,United Kingdom,Drama,1950
Appreciating Our Parents,1950-08-17,2.3,0,7,0,10,United States of America,"Drama, Documentário",1950
Marihuana,1950-06-08,6.3,0,3,0,98,"Argentina, Spain","Drama, Crime",1950
Katka,1950-04-22,6.0,0,4,0,91,Czechoslovakia,Comédia,1950
Trois marins dans un couvent,1950-10-13,0.0,0,0,0,80,France,Comédia,1950
L'homme de joie,1950-12-08,0.0,0,0,0,78,France,Comédia,1950
Probation Officer,1950-12-31,0.0,0,0,0,33,,,1950
Fast on the Draw,1950-06-30,0.0,0,0,0,55,United States of America,"Crime, Faroeste",1950
珠江淚,1950-01-31,0.0,0,0,0,109,Hong Kong,Drama,1950
Vagabunda,1950-07-12,5.8,0,5,0,86,Mexico,"Crime, Drama, Romance, Thriller",1950
Dos gallos de pelea,1950-01-27,5.2,0,5,0,98,Mexico,Comédia,1950
Волшебный клад,1950-03-14,10.0,0,1,0,20,Soviet Union,"Animação, Família",1950
Helter Swelter,1950-08-25,1.0,0,1,0,7,United States of America,Animação,1950
A Mulher Com Jacinto,1950-03-06,7.3,0,24,0,89,Sweden,"Drama, Mistério",1950
Åsa-Nisse på jaktstigen,1950-09-11,3.3,0,3,0,94,Sweden,Comédia,1950
You Can Change The World,1950-02-25,5.8,0,4,0,32,,Família,1950
Garden Gopher,1950-09-30,6.938,0,16,0,7,United States of America,"Animação, Comédia, Família",1950
La strada finisce sul fiume,1950-08-30,0.0,0,0,0,60,,Drama,1950
Primitive Pluto,1950-05-19,6.7,0,11,0,6,United States of America,"Animação, Comédia, Família",1950
La Petite Chocolatière,1950-03-03,6.0,0,1,0,85,France,Comédia,1950
Gunman in the Streets,1950-12-13,6.4,0,13,0,86,France,Crime,1950
Fuoco nero,1951-01-01,0.0,0,0,0,0,,Drama,1951
Cielo negro,1951-07-09,6.1,0,19,0,93,Spain,Drama,1951
Amina,1951-01-01,0.0,0,0,0,94,Egypt,"Drama, Romance",1951
La orquídea,1951-07-20,5.0,0,4,0,91,Argentina,Drama,1951
Bahar,1951-10-26,0.0,0,0,0,170,India,Drama,1951
Hamari Shaan,1951-01-26,0.0,0,0,0,123,,"Família, Drama",1951
Venus,1951-08-10,0.0,0,0,0,94,Philippines,"Comédia, Ação, Aventura",1951
Buzdil,1951-11-01,0.0,0,0,0,0,India,,1951
Tres Muskiteros,1951-11-27,0.0,0,0,0,0,Philippines,"Ação, Drama",1951
David,1951-07-01,6.5,0,4,0,40,United Kingdom,"Documentário, Drama",1951
Festival,1951-12-01,0.0,0,0,0,15,United Kingdom,Drama,1951
Boniface somnambule,1951-04-27,5.6,0,11,0,89,France,Comédia,1951
Capitaine Ardant,1951-11-15,0.0,0,0,0,92,,,1951
Sköna Helena,1951-12-26,4.5,0,2,0,99,Sweden,"Drama, Música, Comédia",1951
The Longhorn,1951-11-25,5.7,0,3,0,70,United States of America,Faroeste,1951
Cyclone Fury,1951-08-14,5.0,0,1,0,53,United States of America,Faroeste,1951
Carcerato,1951-10-22,0.0,0,0,0,0,,,1951
Cavalry Scout,1951-05-13,5.8,0,4,0,78,United States of America,"Romance, Ação, Aventura, Faroeste",1951
Yolanda,1951-01-01,5.0,0,2,0,82,Mexico,,1951
Pistol Harvest,1951-08-30,5.2,0,2,0,60,United States of America,Faroeste,1951
khad aljamil,1951-10-07,0.0,0,0,0,0,Egypt,Comédia,1951
Kozie mlieko,1951-01-05,0.0,0,0,0,0,Czechoslovakia,Comédia,1951
Unknown World,1951-10-26,4.29,0,31,0,74,United States of America,"Aventura, Ficção científica",1951
Um Preço para Cada Crime,1951-02-24,7.133,1109000,109,2873000,87,United States of America,"Drama, Thriller",1951
Nevada Badmen,1951-05-27,6.0,0,1,0,58,United States of America,Faroeste,1951
Jungle Manhunt,1951-10-04,4.7,0,6,0,66,United States of America,"Aventura, Ficção científica",1951
Zocelení,1951-04-27,3.0,0,1,0,85,Czechoslovakia,"Drama, História",1951
Posel úsvitu,1951-09-28,6.0,0,1,0,0,Czechoslovakia,Drama,1951
Sazaa,1951-09-14,0.0,0,0,0,110,India,,1951
Estrelas em Desfile,1951-12-14,6.1,0,5,0,103,United States of America,Música,1951
Fort Defiance,1951-10-09,6.3,0,10,0,82,United States of America,"Ação, Faroeste",1951
Suburbio,1951-02-16,5.3,0,3,0,93,Argentina,Drama,1951
Valley of the Eagles,1951-09-26,6.0,0,5,0,86,United Kingdom,"Aventura, Drama",1951
Grenzstation 58,1951-03-16,4.5,0,1,0,0,Germany,Crime,1951
Black Widow,1951-10-22,5.0,0,2,0,62,United Kingdom,"Thriller, Crime",1951
Sanam,1951-07-20,0.0,0,0,0,120,India,,1951
Slaughter Trail,1951-10-15,3.8,0,5,0,78,United States of America,Faroeste,1951
Sky High,1951-10-19,4.0,0,1,0,60,United States of America,Comédia,1951
Beaver Trouble,1951-09-01,0.0,0,0,0,6,United States of America,Animação,1951
Cattle Queen,1951-11-15,0.0,0,0,0,72,United States of America,Faroeste,1951
Varieties on Parade,1951-07-20,5.5,0,2,0,55,United States of America,Comédia,1951
Dilema de uma Consciência,1951-02-10,6.663,0,42,0,93,United States of America,"Drama, Thriller",1951
Ukjent mann,1951-11-19,6.0,0,3,0,104,Norway,"Crime, Drama",1951
Knock,1951-03-21,7.4,0,56,0,98,France,Comédia,1951
Il conte di Sant'Elmo,1951-04-18,0.0,0,0,0,0,,"Romance, História, Drama",1951
Alice no País das Maravilhas,1951-07-28,7.187,3000000,6201,57200000,75,United States of America,"Animação, Família, Fantasia, Aventura",1951
De père en fils,1951-01-01,0.0,0,0,0,0,,Documentário,1951
Weiße Schatten,1951-09-27,0.0,0,0,0,83,Germany,Drama,1951
Dorte,1951-12-17,6.5,0,2,0,0,Denmark,"Família, Comédia",1951
I'll Get You for This,1951-01-24,6.8,0,4,0,87,United Kingdom,"Drama, Crime",1951
Double Trouble,1951-01-01,0.0,0,0,0,10,Australia,Documentário,1951
Viaţa învinge,1951-06-06,6.0,0,1,0,0,Romania,Drama,1951
Karhanova parta,1951-03-23,3.5,0,2,0,83,Czechoslovakia,Comédia,1951
Kali Ghata,1951-07-06,0.0,0,0,0,145,India,,1951
Die Tat des Anderen,1951-01-18,0.0,0,0,0,88,Germany,Crime,1951
Zvony z rákosu,1951-01-19,4.0,0,2,0,0,Czechoslovakia,Drama,1951
Uma Rua Chamada Pecado,1951-09-18,7.619,1800000,1449,8000000,125,United States of America,"Drama, Thriller",1951
Menores de edad,1951-09-13,6.0,0,4,0,88,Mexico,"Comédia, Drama, Família",1951
"Era lui, sì, sì!",1951-11-23,4.5,0,4,0,84,Italy,Comédia,1951
月から来た男,1951-11-29,0.0,0,0,0,89,Japan,"Drama, História",1951
Der keusche Lebemann,1951-01-01,5.0,0,1,0,0,,,1951
Cesta ke štěstí,1951-10-19,7.5,0,2,0,103,Czechoslovakia,Drama,1951
Capacete de Aço,1951-01-24,7.0,0,84,0,85,United States of America,"Ação, Drama, Guerra",1951
Rajput,1951-03-04,0.0,0,0,0,0,India,,1951
Hurricane Island,1951-07-16,5.0,0,2,0,71,United States of America,Aventura,1951
Boj sa skončí zajtra,1951-05-19,3.0,0,1,0,86,Czechoslovakia,Drama,1951
O Fim do Mundo,1951-09-14,6.341,936000,198,1600000,83,United States of America,"Ficção científica, Drama",1951
Corinna Schmidt,1951-10-18,0.0,0,0,0,97,East Germany,Drama,1951
Ha fatto 13,1951-01-01,0.0,0,0,0,0,Italy,Comédia,1951
The Vatican,1951-01-01,0.0,0,0,0,38,,Documentário,1951
Es geht nicht ohne Gisela,1951-09-06,0.0,0,0,0,82,Germany,,1951
Das ewige Spiel,1951-03-21,5.5,0,2,0,94,,Drama,1951
Hin und her,1951-01-09,0.0,0,0,0,0,Austria,Comédia,1951
Serenata en Acapulco,1951-02-23,5.3,0,3,0,106,Mexico,"Comédia, Música, Romance",1951
Det var en gång en sjöman,1951-08-20,0.0,0,0,0,101,,"Aventura, Comédia",1951
Juliette ou La Clef des songes,1951-05-18,7.0,0,19,0,100,France,"Drama, Fantasia, Romance",1951
One Wild Oat,1951-05-16,4.5,0,5,0,77,,Comédia,1951
Enrico Caruso - Leggenda di una voce,1951-10-13,6.0,0,1,0,107,Italy,"Drama, Música",1951
La indeseable,1951-05-18,5.0,0,1,0,83,"Argentina, Venezuela",Drama,1951
O Dia em que a Terra Parou,1951-09-18,7.453,995000,1208,1850000,92,United States of America,"Ficção científica, Thriller, Drama",1951
Assim São os Fortes,1951-10-12,5.909,0,33,0,78,United States of America,"Aventura, Romance, Faroeste",1951
Aroha: A Story of the Māori People,1951-01-01,0.0,0,0,0,18,New Zealand,Drama,1951
South of Caliente,1951-10-15,8.0,0,1,0,67,United States of America,"Música, Faroeste, Ação",1951
Vegetable Vaudeville,1951-11-09,0.0,0,0,0,6,United States of America,Animação,1951
木曽路の決闘 夏祭り三度笠,1951-08-10,0.0,0,0,0,91,Japan,,1951
A Um Passo do Fim,1951-09-01,5.7,0,27,0,102,United States of America,"Crime, Drama",1951
"Mein Freund, der nicht nein sagen konnte",1951-03-14,5.0,0,1,0,0,Germany,Comédia,1951
DS-70 nevyjíždí,1951-11-09,6.2,0,35,0,0,Czechoslovakia,Drama,1951
Nasaan Ka Giliw?,1951-06-06,0.0,0,0,0,96,Philippines,"Música, Comédia, Romance",1951
La Course de taureaux,1951-07-10,0.0,0,0,0,74,France,Documentário,1951
Die letzte Heuer,1951-04-12,7.0,0,1,0,90,East Germany,Drama,1951
Blue Blood,1951-01-28,0.0,0,0,0,72,United States of America,Drama,1951
Píseň lesa,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
La niña de la venta,1951-11-12,5.8,0,2,0,80,"Spain, Venezuela","Comédia, Música",1951
Stadtpark,1951-11-20,5.0,0,1,0,0,Austria,"Comédia, Drama",1951
Ombre sul Canal Grande,1951-01-12,0.0,0,0,0,94,,,1951
Milano miliardaria,1951-08-04,0.0,0,0,0,90,Italy,Comédia,1951
The Law and the Lady,1951-07-20,6.083,0,6,0,104,United States of America,Comédia,1951
Criminal Lawyer,1951-08-23,6.8,0,4,0,74,United States of America,Crime,1951
Terreur en Oklahoma,1951-05-18,0.0,0,0,0,22,France,"Faroeste, Comédia",1951
Rovaniemen markkinoilla,1951-10-11,4.75,0,8,0,86,Finland,"Comédia, Música",1951
Heidelberger Romanze,1951-12-23,4.8,0,2,0,97,Germany,Romance,1951
Forward a Century,1951-01-01,0.0,0,0,0,29,United Kingdom,Documentário,1951
Flop Secret,1951-09-12,0.0,0,0,0,6,United States of America,"Animação, Terror",1951
Juventude,1951-10-01,7.376,0,169,0,96,Sweden,"Drama, Romance",1951
Die Schuld des Dr. Homma,1951-10-03,0.0,0,0,0,0,Germany,Crime,1951
ورد الغرام,1951-12-10,0.0,0,0,0,120,Egypt,"Romance, Música",1951
Pacto Sinistro,1951-06-27,7.665,1200000,1844,7000000,100,United States of America,"Crime, Thriller",1951
Der Tiger Akbar,1951-01-11,6.0,0,2,0,122,Germany,Drama,1951
O Príncipe Ladrão,1951-05-17,5.1,0,8,0,88,United States of America,"Aventura, Romance",1951
Flor de sangre,1951-01-01,5.0,0,2,0,100,Mexico,"Drama, Thriller, Crime",1951
O Vagabundo,1951-12-14,7.2,0,63,0,167,India,"Drama, Música, Romance",1951
Elephant Stampede,1951-10-28,5.1,0,7,0,71,United States of America,"Aventura, Drama",1951
Le Roi des camelots,1951-01-11,1.0,0,1,0,84,France,Comédia,1951
الحب في خطر,1951-07-02,0.0,0,0,0,115,Egypt,"Drama, Música",1951
Temno,1951-08-24,5.0,0,2,0,0,Czechoslovakia,"Drama, História",1951
Das seltsame Leben des Herrn Bruggs,1951-08-09,0.0,0,0,0,89,,Drama,1951
Hollywood Story,1951-06-01,6.6,0,23,0,76,United States of America,"Mistério, Thriller",1951
فى الهوا سوا,1951-04-23,0.0,0,0,0,120,Egypt,"Drama, Comédia",1951
Unge piger forsvinder i København,1951-01-25,6.0,0,2,0,86,Denmark,"Drama, Crime",1951
Las mujeres de mi general,1951-07-13,6.9,0,16,0,105,Mexico,"Drama, Romance, Guerra, Comédia",1951
Uma Aventura no Supermercado,1951-12-23,7.2,0,5,0,7,United States of America,Animação,1951
Dizem Que é Pecado,1951-08-29,7.132,0,95,4200000,110,United States of America,"Comédia, Romance, Drama",1951
La trinca del aire,1951-09-24,3.0,0,1,0,98,Spain,"Comédia, Romance",1951
Mujeres en sombra,1951-09-25,0.0,0,0,0,89,Argentina,Drama,1951
Khazana,1951-04-20,0.0,0,0,0,118,India,"Ação, Aventura",1951
নষ্টনীড়,1951-08-24,0.0,0,0,0,0,India,Drama,1951
Submarine Command,1951-11-01,5.6,0,16,0,87,United States of America,"Guerra, Drama",1951
أولادي,1951-10-01,8.0,0,1,0,110,Egypt,Drama,1951
The Six Men,1951-08-01,5.8,0,5,0,65,United Kingdom,Crime,1951
Vítězná křídla,1951-01-01,6.0,0,2,0,90,Czechoslovakia,Drama,1951
No Questions Asked,1951-06-15,6.0,0,16,0,80,United States of America,Drama,1951
L'Étrange Madame X,1951-05-24,4.8,0,8,0,85,France,Drama,1951
Huang Fei-hong chuan da jie ju,1951-03-15,0.0,0,0,0,0,Hong Kong,"Ação, Aventura, Drama",1951
秋墳,1951-12-11,0.0,0,0,0,0,Hong Kong,"Drama, Música",1951
Anema e core,1951-12-08,5.0,0,2,0,94,Italy,Comédia,1951
Budd Abbott & Lou Costello e o Homem Invisível,1951-03-14,6.3,627000,114,0,83,United States of America,"Terror, Comédia, Ficção científica",1951
Roar of the Iron Horse,1951-05-31,6.0,0,1,0,260,United States of America,Faroeste,1951
The Metro-Goldwyn-Mayer Story,1951-03-12,2.0,0,1,0,58,United States of America,Documentário,1951
Die Meere rufen,1951-12-14,0.0,0,0,0,86,East Germany,Drama,1951
A Ilha Misteriosa,1951-09-13,5.6,0,5,0,252,United States of America,"Ficção científica, Aventura, Ação, Fantasia",1951
مشغول بغيري,1951-02-19,2.0,0,1,0,95,Egypt,"Drama, Música",1951
Hula-La-La,1951-11-01,5.2,0,4,0,16,United States of America,Comédia,1951
نهاية قصة,1951-09-03,0.0,0,0,0,105,Egypt,"Comédia, Drama, Música",1951
Raton Pass,1951-04-07,4.6,0,12,0,84,United States of America,Faroeste,1951
Águas Traiçoeiras,1951-01-27,6.019,0,54,0,111,United States of America,"Guerra, Drama, Ação",1951
Ridin' the Outlaw Trail,1951-02-23,0.0,0,0,0,56,United States of America,Faroeste,1951
My True Story,1951-03-08,6.0,0,4,0,67,United States of America,"Romance, Crime, Drama",1951
玉龍癡鳳（又名：怪錯有情郎）,1951-08-11,0.0,0,0,0,115,,Comédia,1951
El infierno de los pobres,1951-11-01,5.7,0,3,0,90,Mexico,"Drama, Crime",1951
Maître après Dieu,1951-03-02,6.0,0,1,0,92,,,1951
দত্তা,1951-10-05,0.0,0,0,0,127,India,Drama,1951
El patio de la morocha,1951-08-14,0.0,0,0,0,72,Argentina,Música,1951
Canasta Uruguaya,1951-11-01,5.0,0,2,0,88,Mexico,Comédia,1951
Journey Into Light,1951-09-28,6.0,0,2,0,87,United States of America,Drama,1951
Chicken in the Rough,1951-01-19,6.435,0,23,0,7,United States of America,"Animação, Família",1951
On the Loose,1951-09-28,6.0,0,4,0,78,United States of America,Drama,1951
Mi vida por la tuya,1951-02-01,6.0,0,5,0,85,Argentina,Drama,1951
Contos de Natal,1951-11-30,7.446,0,360,0,86,United Kingdom,"Fantasia, Drama",1951
歌院香魂,1951-04-22,0.0,0,0,0,0,Hong Kong,Terror,1951
Les amants de Brasmort,1951-05-17,7.0,0,1,0,86,France,Drama,1951
Royal Journey,1951-01-02,6.0,0,1,0,52,,Documentário,1951
The House in the Square,1951-12-07,6.308,0,13,0,90,United Kingdom,"Romance, Ficção científica, Drama",1951
Encore,1951-06-11,6.1,0,12,0,89,United Kingdom,"Comédia, Drama",1951
La mariposa voló sobre el mar,1951-01-01,0.0,0,0,0,0,,Drama,1951
A Tale of Five Cities,1951-03-01,4.857,0,8,0,86,"Austria, France, Germany, Italy, United Kingdom","Drama, Mistério",1951
Terras fönster 5,1951-01-15,0.0,0,0,0,22,Sweden,Documentário,1951
Calúnia,1951-03-30,5.9,0,43,0,74,United States of America,"Thriller, Drama, Crime",1951
Terrível Suspeita,1951-05-12,6.394,0,66,0,93,United States of America,"Thriller, Drama, Mistério",1951
Le Plus Joli Péché du Monde,1951-08-29,6.0,0,5,0,85,,Comédia,1951
Horizonte de Glórias,1951-08-28,5.8,0,68,0,102,United States of America,"Guerra, Ação, Drama",1951
El negro que tenía el alma blanca,1951-05-28,6.8,0,5,0,87,"Argentina, Spain","Música, Drama",1951
Bibi Fricotin,1951-01-03,5.0,0,5,0,89,France,Comédia,1951
Mulher da Rua,1951-06-22,5.3,0,10,0,98,Mexico,"Drama, Crime",1951
Survival Under Atomic Attack,1951-01-01,6.0,0,1,0,9,United States of America,Documentário,1951
Il microfono è vostro,1951-12-09,0.0,0,0,0,90,Italy,"Comédia, Música",1951
O Biruta e o Folgado,1951-11-15,6.636,0,33,0,100,United States of America,"Comédia, Drama, Romance",1951
Die Martinsklause,1951-12-10,6.5,0,2,0,0,,Drama,1951
Million Dollar Pursuit,1951-05-30,5.8,0,5,0,59,United States of America,Crime,1951
Fort Worth,1951-07-14,6.7,0,8,0,80,United States of America,Faroeste,1951
Tapage nocturne,1951-11-29,0.0,0,0,0,86,,Crime,1951
Demain nous divorçons,1951-02-02,0.0,0,0,0,85,France,Comédia,1951
The Scarf,1951-04-06,5.6,0,16,0,93,United States of America,"Drama, Mistério, Thriller",1951
Jamais deux sans trois,1951-11-22,4.5,0,1,0,96,France,Comédia,1951
Unvergängliches Licht,1951-03-22,0.0,0,0,0,0,Germany,Drama,1951
Tini-Kling : Drömresan till Fjärran Östern,1951-03-10,0.0,0,0,0,86,Sweden,Documentário,1951
Fantasmas asustados,1951-05-16,0.0,0,0,0,63,Argentina,"Comédia, Terror",1951
Anjos e Piratas,1951-10-19,6.7,0,27,0,98,United States of America,"Comédia, Drama, Família, Fantasia",1951
Chaga de Fogo,1951-10-19,7.0,0,155,0,103,United States of America,"Crime, Drama",1951
Double Crossbones,1951-04-26,5.4,0,7,0,76,United States of America,"Comédia, História, Aventura",1951
Barbe-Bleue,1951-09-27,5.3,0,3,0,95,France,"Drama, Comédia",1951
আনন্দমঠ,1951-01-04,0.0,0,0,0,0,India,História,1951
Was das Herz befiehlt,1951-09-12,0.0,0,0,0,0,,,1951
Núpcias Reais,1951-03-08,6.4,1700000,106,3900000,93,United States of America,"Música, Comédia, Romance",1951
The Armchair Detective,1951-01-01,0.0,0,0,0,0,United Kingdom,Mistério,1951
Five,1951-04-25,6.592,0,38,0,93,United States of America,"Ficção científica, Drama",1951
The Guy Who Came Back,1951-08-16,5.0,0,3,0,91,United States of America,Drama,1951
Rhubarb,1951-08-29,5.3,0,8,0,94,United States of America,"Comédia, Família",1951
The Dakota Kid,1951-07-01,5.0,0,1,0,60,United States of America,Faroeste,1951
El extraño caso del hombre y la bestia,1951-01-11,5.7,0,3,0,80,Argentina,Terror,1951
O Netinho do Papai,1951-04-05,6.456,0,68,0,82,United States of America,"Romance, Comédia",1951
"Hard, Fast and Beautiful!",1951-05-23,6.0,0,13,0,78,United States of America,Drama,1951
La estatua de carne,1951-11-20,5.0,0,4,0,88,Mexico,,1951
"Gabriel, tule takaisin",1951-01-26,5.5,0,2,0,81,Finland,"Drama, Comédia",1951
Flight to Israel,1951-07-05,0.0,0,0,0,32,"France, United States of America",Documentário,1951
Las Islas Marias,1951-08-10,7.5,0,30,0,84,Mexico,Drama,1951
Det sande ansigt,1951-08-21,6.4,0,5,0,92,Denmark,"Drama, Crime",1951
The Glenrowan Affair,1951-08-17,0.0,0,0,0,70,Australia,"Faroeste, Ação",1951
Ousadia,1951-02-14,5.2,0,52,0,83,United States of America,Faroeste,1951
The Lady and the Bandit,1951-08-13,6.0,0,3,0,79,United States of America,"Aventura, Romance",1951
Elopement,1951-11-23,7.5,0,2,0,82,United States of America,Comédia,1951
St. Benny the Dip,1951-08-24,5.0,0,5,0,80,United States of America,"Comédia, Crime",1951
Life in Her Hands,1951-06-01,0.0,0,0,0,58,United Kingdom,Drama,1951
Target Unknown,1951-02-08,0.0,0,0,0,90,United States of America,"Guerra, Drama",1951
To Have and to Hold,1951-03-01,4.0,0,3,0,63,United Kingdom,Drama,1951
Cuban Fireball,1951-03-05,4.0,0,3,0,78,United States of America,"Romance, Comédia, Música",1951
Farewell to Childhood,1951-07-05,0.0,0,0,0,23,United States of America,Drama,1951
Slepice a kostelník,1951-04-06,6.0,0,2,0,88,Czechoslovakia,Comédia,1951
Land of the Zuider Zee,1951-04-28,6.0,0,1,0,9,United States of America,Documentário,1951
A Glória de um Covarde,1951-09-27,6.4,1640000,65,0,69,United States of America,Guerra,1951
The Long Dark Hall,1951-02-06,6.4,0,9,0,86,United Kingdom,"Crime, Drama",1951
Die Alm an der Grenze,1951-09-19,3.0,0,1,0,0,,"Romance, Drama",1951
The Heroic Days,1951-01-02,7.0,0,1,0,32,United Kingdom,Documentário,1951
The Clean Look,1951-06-08,0.0,0,0,0,27,United States of America,Documentário,1951
"¡Ay, amor... cómo me has puesto!",1951-11-23,6.3,0,10,0,85,Mexico,"Comédia, Drama, Romance",1951
Corsário Chinês,1951-06-12,5.5,0,1,0,76,United States of America,Aventura,1951
Decisão Antes do Amanhecer,1951-12-21,6.7,0,47,0,119,"United States of America, Germany","Guerra, Ação, Thriller",1951
A Word for the Greeks,1951-05-02,0.0,0,0,0,8,United States of America,Documentário,1951
The Thundering Trail,1951-07-02,4.0,0,2,0,55,United States of America,"Faroeste, Ação",1951
Kuisma ja Helinä,1951-11-15,2.0,3200479,3,0,91,Finland,"Drama, História",1951
Quo Vadis,1951-11-08,7.092,7623000,444,21037000,171,United States of America,"Drama, História, Romance",1951
Young Wives' Tale,1951-11-01,5.3,0,10,0,79,United Kingdom,"Comédia, Romance",1951
Venture of Faith,1951-07-02,0.0,0,0,0,80,United States of America,Drama,1951
Hills of Utah,1951-09-30,0.0,0,0,0,70,United States of America,Faroeste,1951
Horas inciertas,1951-05-30,0.0,0,0,0,0,,Drama,1951
A Bone for a Bone,1951-04-07,5.2,0,5,0,7,United States of America,"Animação, Comédia, Família",1951
Matera,1951-01-01,0.0,0,0,0,0,,,1951
Los enredos de una gallega,1951-10-11,5.5,0,4,0,98,Mexico,Comédia,1951
"Mein Freund, der Dieb",1951-11-08,0.0,0,0,0,89,Germany,Comédia,1951
剣難女難 剣光流星の巻,1951-11-30,0.0,0,0,0,70,Japan,"Ação, Drama",1951
旗本退屈男 唐人街の鬼,1951-09-07,0.0,0,0,0,80,Japan,"Ação, História",1951
Sur le pont d'Avignon,1951-01-01,0.0,0,0,0,5,Canada,Animação,1951
Volver a la vida,1951-01-12,5.0,0,1,0,78,,Drama,1951
The Bogus Green,1951-07-06,0.0,0,0,0,22,United States of America,"Crime, Drama",1951
Spotlight at the Fair,1951-06-01,0.0,0,0,0,19,United Kingdom,Documentário,1951
Falcão dos Mares,1951-04-10,6.9,0,138,0,117,United Kingdom,"Aventura, Guerra, História",1951
Embrutecidos Pela Violência,1951-06-02,7.302,0,43,0,88,United States of America,Faroeste,1951
The Lion the Griffin and the Kangaroo,1951-01-01,0.0,0,0,0,13,United Kingdom,Documentário,1951
Au fil des ondes,1951-05-11,0.0,0,0,0,83,France,Documentário,1951
El demonio es un ángel,1951-06-22,5.0,0,2,0,85,"Argentina, Venezuela",Comédia,1951
Il padrone del vapore,1951-11-23,0.0,0,0,0,0,Italy,Música,1951
अफ़साना,1951-01-01,6.0,0,1,0,168,India,,1951
Painter and Poet No. 2,1951-10-15,8.0,0,1,0,1,United Kingdom,Animação,1951
A Raposa do Deserto,1951-10-16,6.7,0,111,0,88,United States of America,"Ação, Drama, História, Guerra",1951
The Gentleman in Room 6,1951-01-01,0.0,0,0,0,10,,Drama,1951
The Son of Dr. Jekyll,1951-10-31,4.455,0,11,0,78,United States of America,"Crime, Terror, Romance, Ficção científica",1951
Meet Me After the Show,1951-08-15,4.7,0,7,0,87,United States of America,"Comédia, Música",1951
Raději dříve,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
La calle junto a la luna,1951-10-25,0.0,0,0,0,75,Argentina,"Drama, Romance",1951
Casper Comes to Clown,1951-08-10,7.0,0,1,0,7,United States of America,"Animação, Comédia",1951
Sombras en la frontera,1951-08-28,0.0,0,0,0,84,Argentina,Drama,1951
